time,step,valid,ref_x,ref_y,act_x,act_y,err_x,err_y,err_dist,u_x,u_y
93.7325,460,1,4.823,2.615,4.574,1.859,0.249,0.757,0.797,4,45
93.9356,461,1,4.853,2.84,4.581,2.09,0.272,0.75,0.798,7,45
94.1411,462,1,4.883,3.059,4.598,2.315,0.285,0.744,0.797,7,45
94.332,463,1,4.913,3.273,4.622,2.567,0.291,0.706,0.764,6,43
94.5389,464,1,4.943,3.481,4.665,2.81,0.278,0.67,0.726,5,41
94.744,465,1,4.973,3.683,4.707,3.04,0.266,0.642,0.695,5,40
94.9519,466,1,5.003,3.878,4.726,3.258,0.278,0.62,0.679,8,39
95.1591,467,1,5.033,4.067,4.72,3.442,0.314,0.624,0.699,11,40
95.3476,468,1,5.063,4.248,4.802,3.651,0.261,0.597,0.652,2,35
95.555,469,1,5.093,4.422,4.856,3.87,0.237,0.552,0.601,4,31
95.7786,470,1,5.124,4.588,4.834,4.149,0.289,0.439,0.526,13,23
95.9765,471,1,5.154,4.747,4.878,4.311,0.276,0.436,0.516,7,29
96.1766,472,1,5.184,4.896,4.971,4.481,0.212,0.415,0.466,0,27
96.3752,473,1,5.214,5.037,4.976,4.675,0.238,0.363,0.434,10,20
96.576,474,1,5.244,5.17,4.988,4.838,0.256,0.332,0.419,10,20
96.779,475,1,5.274,5.293,5.073,4.976,0.201,0.317,0.376,2,20
96.9753,476,1,5.304,5.407,5.147,5.125,0.156,0.282,0.323,1,16
97.1802,477,1,5.334,5.511,5.136,5.245,0.198,0.266,0.332,11,15
97.3817,478,1,5.364,5.606,5.16,5.369,0.204,0.237,0.313,8,13
97.5837,479,1,5.394,5.691,5.262,5.496,0.132,0.194,0.235,-1,9
97.7981,480,1,5.424,5.765,5.276,5.608,0.148,0.158,0.216,7,8
97.9904,481,1,5.454,5.83,5.295,5.676,0.16,0.154,0.222,8,9
98.195,482,1,5.484,5.884,5.341,5.742,0.143,0.143,0.202,4,7
98.4009,483,1,5.514,5.928,5.4,5.833,0.114,0.095,0.148,3,1
98.6061,484,1,5.544,5.962,5.427,5.875,0.117,0.087,0.146,6,3
98.812,485,1,5.574,5.985,5.468,5.896,0.106,0.089,0.139,4,4
99.0034,486,1,5.604,5.998,5.519,5.937,0.085,0.06,0.104,3,-2
99.2091,487,1,5.634,5.999,5.56,5.937,0.074,0.062,0.097,4,0
99.4177,488,1,5.664,5.991,5.594,5.939,0.071,0.052,0.088,4,-2
99.6248,489,1,5.694,5.972,5.635,5.924,0.06,0.048,0.077,3,-3
99.8408,490,1,5.725,5.942,5.677,5.897,0.048,0.045,0.066,3,-4
100.0241,491,1,5.755,5.902,5.702,5.884,0.052,0.018,0.055,5,-7
100.2421,492,1,5.785,5.852,5.762,5.81,0.023,0.042,0.047,1,-4
100.443,493,1,5.815,5.791,5.795,5.769,0.02,0.022,0.03,3,-8
100.644,494,1,5.845,5.72,5.814,5.711,0.031,0.009,0.032,5,-10
100.8501,495,1,5.875,5.639,5.863,5.657,0.012,-0.018,0.022,2,-12
101.0567,496,1,5.905,5.548,5.911,5.541,-0.006,0.007,0.009,1,-7
101.2646,497,1,5.935,5.447,5.936,5.45,-0.001,-0.002,0.003,3,-11
101.4567,498,1,5.965,5.337,5.964,5.398,0.001,-0.061,0.061,4,-19
101.6635,499,1,5.995,5.217,6.022,5.279,-0.027,-0.062,0.068,0,-14
101.8707,500,1,6.025,5.088,6.042,5.144,-0.017,-0.056,0.058,3,-13
102.079,501,1,6.055,4.95,6.083,5.026,-0.028,-0.076,0.081,2,-18
102.2842,502,1,6.085,4.804,6.133,4.898,-0.048,-0.094,0.106,1,-19
102.4863,503,1,6.115,4.649,6.155,4.784,-0.04,-0.136,0.141,3,-23
102.6908,504,1,6.145,4.485,6.195,4.649,-0.05,-0.164,0.171,2,-23
102.8797,505,1,6.175,4.314,6.247,4.475,-0.071,-0.161,0.176,-1,-21
103.0902,506,1,6.205,4.136,6.26,4.328,-0.055,-0.192,0.2,4,-26
103.3055,507,1,6.235,3.95,6.318,4.134,-0.083,-0.185,0.202,0,-24
103.5085,508,1,6.265,3.757,6.341,3.964,-0.075,-0.207,0.22,2,-26
103.708,509,1,6.295,3.557,6.374,3.806,-0.078,-0.249,0.261,3,-31
103.9117,510,1,6.326,3.351,6.419,3.643,-0.093,-0.292,0.306,0,-32
104.1087,511,1,6.356,3.14,6.453,3.45,-0.098,-0.31,0.325,1,-31
104.3126,512,1,6.386,2.922,6.479,3.271,-0.093,-0.349,0.361,2,-35
104.5084,513,1,6.416,2.7,6.514,3.083,-0.098,-0.383,0.396,2,-36
104.7138,514,1,6.446,2.473,6.567,2.873,-0.122,-0.4,0.418,-1,-35
104.915,515,1,6.476,2.241,6.598,2.685,-0.123,-0.443,0.46,1,-39
105.1131,516,1,6.506,2.006,6.63,2.469,-0.125,-0.463,0.479,2,-39
105.3187,517,1,6.536,1.767,6.666,2.271,-0.13,-0.504,0.521,1,-42
105.5258,518,1,6.566,1.525,6.703,2.061,-0.137,-0.536,0.553,1,-43
105.7329,519,1,6.596,1.28,6.736,1.855,-0.14,-0.574,0.591,1,-45
105.9248,520,1,6.626,1.033,6.766,1.653,-0.14,-0.62,0.636,1,-45
106.1329,521,1,6.656,0.784,6.795,1.472,-0.139,-0.687,0.701,2,-45
106.3408,522,1,6.686,0.534,6.832,1.301,-0.146,-0.767,0.781,1,-45
106.5459,523,1,6.716,0.283,6.865,1.14,-0.149,-0.856,0.869,1,-45
106.7383,524,1,6.746,0.031,6.895,0.94,-0.149,-0.908,0.92,1,-45
106.9461,525,1,6.776,-0.22,6.926,0.77,-0.15,-0.99,1.001,2,-45
107.1529,526,1,6.806,-0.472,6.973,0.519,-0.167,-0.991,1.005,-1,-45
107.3717,527,1,6.836,-0.722,7.006,0.238,-0.17,-0.96,0.975,-1,-45
107.5741,528,1,6.866,-0.971,7.021,-0.017,-0.154,-0.955,0.967,3,-45
107.7535,529,1,6.896,-1.219,7.058,-0.168,-0.161,-1.051,1.063,2,-45
107.9727,530,1,6.927,-1.464,7.124,-0.521,-0.197,-0.943,0.963,-4,-45
108.1745,531,1,6.957,-1.707,7.129,-0.753,-0.172,-0.954,0.969,1,-45
108.3749,532,1,6.987,-1.947,7.164,-1.001,-0.178,-0.945,0.962,2,-45
108.579,533,1,7.017,-2.183,7.202,-1.268,-0.185,-0.915,0.934,-2,-45
108.7767,534,1,7.047,-2.415,7.221,-1.474,-0.175,-0.942,0.958,2,-45
108.9791,535,1,7.077,-2.644,7.256,-1.715,-0.18,-0.929,0.946,0,-45
109.1803,536,1,7.107,-2.867,7.287,-1.964,-0.18,-0.903,0.921,-1,-45
109.3794,537,1,7.137,-3.086,7.31,-2.2,-0.173,-0.886,0.902,0,-45
109.5818,538,1,7.167,-3.299,7.34,-2.463,-0.173,-0.836,0.854,-1,-45
109.79,539,1,7.197,-3.506,7.366,-2.695,-0.169,-0.811,0.828,-1,-45
109.9971,540,1,7.227,-3.707,7.386,-2.92,-0.159,-0.788,0.804,0,-45
110.2025,541,1,7.257,-3.902,7.414,-3.169,-0.157,-0.733,0.749,-1,-42
110.4084,542,1,7.287,-4.09,7.438,-3.415,-0.151,-0.675,0.691,-1,-39
110.5983,543,1,7.317,-4.27,7.462,-3.655,-0.145,-0.615,0.632,-1,-37
110.8055,544,1,7.347,-4.443,7.478,-3.893,-0.131,-0.55,0.565,0,-33
111.0135,545,1,7.377,-4.609,7.512,-4.133,-0.134,-0.475,0.494,-2,-29
111.2233,546,1,7.407,-4.766,7.512,-4.325,-0.104,-0.441,0.453,2,-30
111.4409,547,1,7.437,-4.914,7.551,-4.586,-0.114,-0.328,0.348,-2,-20
111.6379,548,1,7.467,-5.054,7.577,-4.759,-0.11,-0.296,0.315,-1,-23
111.8444,549,1,7.497,-5.186,7.573,-4.899,-0.076,-0.287,0.297,4,-25
112.0467,550,1,7.528,-5.308,7.618,-5.085,-0.091,-0.223,0.241,-2,-16
112.2421,551,1,7.558,-5.42,7.639,-5.228,-0.081,-0.193,0.209,-1,-16
112.4458,552,1,7.588,-5.524,7.64,-5.342,-0.052,-0.181,0.189,4,-18
112.6469,553,1,7.618,-5.617,7.677,-5.494,-0.059,-0.123,0.137,-1,-11
112.8474,554,1,7.648,-5.7,7.696,-5.626,-0.048,-0.075,0.089,0,-8
113.0512,555,1,7.678,-5.774,7.714,-5.69,-0.037,-0.084,0.092,3,-13
113.2593,556,1,7.708,-5.837,7.741,-5.804,-0.033,-0.033,0.047,1,-5
113.4674,557,1,7.738,-5.89,7.764,-5.89,-0.026,-0.0,0.026,1,-3
113.6594,558,1,7.768,-5.933,7.776,-5.914,-0.008,-0.019,0.02,4,-8
113.8671,559,1,7.798,-5.965,7.823,-5.974,-0.025,0.009,0.027,0,-2
114.0742,560,1,7.828,-5.987,7.834,-6.035,-0.006,0.048,0.048,2,2
114.2805,561,1,7.858,-5.998,7.848,-6.026,0.01,0.027,0.029,4,-3
114.4722,562,1,7.888,-5.999,7.893,-6.03,-0.005,0.031,0.032,1,0
114.6793,563,1,7.918,-5.989,7.911,-6.04,0.007,0.051,0.052,2,4
114.8847,564,1,7.948,-5.969,7.931,-6.025,0.017,0.057,0.059,3,3
115.104,565,1,7.978,-5.938,7.966,-5.976,0.012,0.038,0.04,2,2
115.3091,566,1,8.008,-5.896,7.976,-5.962,0.032,0.065,0.073,4,8
115.4909,567,1,8.038,-5.845,7.989,-5.925,0.05,0.081,0.095,4,9
115.7055,568,1,8.068,-5.782,7.915,-5.856,0.154,0.073,0.17,13,7
115.8951,569,1,8.098,-5.71,7.93,-5.79,0.168,0.08,0.187,8,9
116.1071,570,1,8.129,-5.628,8.042,-5.702,0.086,0.075,0.114,-2,10
116.3111,571,1,8.159,-5.536,8.052,-5.641,0.106,0.105,0.15,6,14
116.5088,572,1,8.189,-5.434,8.075,-5.529,0.114,0.095,0.148,8,11
116.7127,573,1,8.219,-5.322,8.12,-5.39,0.099,0.067,0.119,4,10
116.9137,574,1,8.249,-5.201,8.17,-5.263,0.079,0.062,0.1,3,13
117.1128,575,1,8.279,-5.071,8.191,-5.199,0.088,0.128,0.155,5,22
117.3278,576,1,8.309,-4.932,8.224,-5.061,0.085,0.128,0.154,5,18
117.5186,577,1,8.339,-4.785,8.266,-4.914,0.073,0.129,0.149,4,17
117.7259,578,1,8.369,-4.629,8.291,-4.747,0.078,0.119,0.142,5,18
117.9298,579,1,8.399,-4.464,8.322,-4.614,0.077,0.149,0.168,4,23
118.1356,580,1,8.429,-4.292,8.348,-4.489,0.081,0.197,0.213,4,27
118.3414,581,1,8.459,-4.113,8.368,-4.3,0.091,0.188,0.209,6,22
118.5475,582,1,8.489,-3.926,8.392,-4.11,0.097,0.184,0.208,6,23
118.7386,583,1,8.519,-3.732,8.439,-3.961,0.081,0.229,0.242,3,30
118.9453,584,1,8.549,-3.532,8.462,-3.765,0.087,0.233,0.248,5,28
119.1519,585,1,8.579,-3.325,8.484,-3.538,0.095,0.212,0.233,6,25
119.3569,586,1,8.609,-3.113,8.515,-3.366,0.094,0.253,0.27,5,32
119.5737,587,1,8.639,-2.895,8.561,-3.115,0.078,0.22,0.233,3,27
119.776,588,1,8.669,-2.672,8.567,-2.924,0.103,0.252,0.273,7,32
119.9758,589,1,8.699,-2.444,8.597,-2.736,0.102,0.291,0.309,5,36
120.1745,590,1,8.73,-2.212,8.618,-2.51,0.112,0.297,0.318,6,33
120.3751,591,1,8.76,-1.976,8.645,-2.305,0.114,0.329,0.348,5,36
120.5785,592,1,8.79,-1.737,8.693,-2.063,0.096,0.326,0.34,3,34
120.7806,593,1,8.82,-1.495,8.7,-1.831,0.12,0.337,0.357,7,36
120.9769,594,1,8.85,-1.25,8.725,-1.621,0.125,0.371,0.392,6,39
121.1792,595,1,8.88,-1.002,8.752,-1.382,0.128,0.38,0.401,5,38
121.3781,596,1,8.91,-0.753,8.782,-1.124,0.128,0.371,0.392,5,37
121.5887,597,1,8.94,-0.503,8.801,-0.898,0.139,0.395,0.418,6,40
121.7928,598,1,8.97,-0.252,8.819,-0.667,0.151,0.415,0.442,6,41
121.9991,599,1,9.0,-0.0,8.848,-0.442,0.152,0.442,0.468,3,-24
122.1907,599,1,9.0,-0.0,8.876,-0.222,0.124,0.222,0.254,2,-32
122.3974,599,1,9.0,-0.0,8.863,-0.158,0.137,0.158,0.209,5,-22
122.6055,599,1,9.0,-0.0,8.901,-0.223,0.099,0.223,0.244,0,-11
122.8119,599,1,9.0,-0.0,8.945,-0.391,0.055,0.391,0.395,-4,-3
123.0169,599,1,9.0,-0.0,8.934,-0.45,0.066,0.45,0.455,2,-12
123.2089,599,1,9.0,-0.0,8.943,-0.485,0.057,0.485,0.488,2,-15
123.4147,599,1,9.0,-0.0,8.972,-0.602,0.028,0.602,0.603,-4,-2
123.6187,599,1,9.0,-0.0,8.956,-0.684,0.044,0.684,0.685,0,-1
123.8388,599,1,9.0,-0.0,8.954,-0.698,0.046,0.698,0.7,1,-8
124.0385,599,1,9.0,-0.0,8.962,-0.76,0.038,0.76,0.761,-2,-1
124.2242,599,1,9.0,-0.0,8.954,-0.792,0.046,0.792,0.794,0,0
124.4405,599,1,9.0,-0.0,8.947,-0.801,0.053,0.801,0.803,1,-3
124.6416,599,1,9.0,-0.0,8.954,-0.822,0.046,0.822,0.823,-1,0
124.8433,599,1,9.0,-0.0,8.95,-0.828,0.05,0.828,0.829,0,0
125.0445,599,1,9.0,-0.0,8.954,-0.826,0.046,0.826,0.827,-1,-1
125.2475,599,1,9.0,-0.0,8.947,-0.84,0.053,0.84,0.842,0,1
125.4459,599,1,9.0,-0.0,8.945,-0.836,0.055,0.836,0.838,0,0
125.6469,599,1,9.0,-0.0,8.947,-0.834,0.053,0.834,0.835,-1,-1
125.8521,599,1,9.0,-0.0,8.938,-0.841,0.062,0.841,0.843,0,1
126.056,599,1,9.0,-0.0,8.931,-0.835,0.069,0.835,0.837,1,-1
126.262,599,1,9.0,-0.0,8.939,-0.843,0.061,0.843,0.845,-1,1
126.4679,599,1,9.0,-0.0,8.936,-0.84,0.064,0.84,0.843,0,0
126.6722,599,1,9.0,-0.0,8.94,-0.837,0.06,0.837,0.84,0,-1
126.8781,599,1,9.0,-0.0,8.936,-0.843,0.064,0.843,0.845,0,1
127.0848,599,1,9.0,-0.0,8.936,-0.841,0.064,0.841,0.843,0,0
127.2927,599,1,9.0,-0.0,8.934,-0.837,0.066,0.837,0.839,0,-1
127.5064,599,1,9.0,-0.0,8.938,-0.845,0.062,0.845,0.847,-1,1
127.7064,599,1,9.0,-0.0,8.927,-0.838,0.073,0.838,0.841,1,-1
127.9079,599,1,9.0,-0.0,8.927,-0.849,0.073,0.849,0.852,0,1
128.1109,599,1,9.0,-0.0,8.926,-0.846,0.074,0.846,0.849,0,0
