time,step,valid,ref_x,ref_y,act_x,act_y,err_x,err_y,err_dist,u_x,u_y
64.6735,317,1,-7.866,-1.46,-7.908,-1.413,0.043,-0.047,0.064,2,-1
64.8797,318,1,-7.85,-1.543,-7.885,-1.481,0.035,-0.062,0.071,1,-10
65.0837,319,1,-7.833,-1.625,-7.877,-1.511,0.044,-0.114,0.122,4,-17
65.273,320,1,-7.816,-1.707,-7.864,-1.638,0.048,-0.069,0.084,2,-6
65.4806,321,1,-7.797,-1.789,-7.834,-1.732,0.037,-0.057,0.067,0,-7
65.689,322,1,-7.778,-1.871,-7.836,-1.784,0.058,-0.087,0.104,5,-14
65.8937,323,1,-7.758,-1.952,-7.811,-1.843,0.053,-0.109,0.121,3,-13
66.1145,324,1,-7.737,-2.033,-7.764,-2.017,0.026,-0.017,0.031,-1,0
66.2926,325,1,-7.716,-2.114,-7.767,-2.042,0.052,-0.072,0.089,5,-14
66.4982,326,1,-7.693,-2.195,-7.748,-2.074,0.056,-0.121,0.133,5,-17
66.7138,327,1,-7.669,-2.276,-7.672,-2.235,0.003,-0.04,0.04,-4,-1
66.918,328,1,-7.645,-2.356,-7.696,-2.3,0.051,-0.056,0.076,6,-9
67.1164,329,1,-7.62,-2.436,-7.685,-2.351,0.065,-0.085,0.107,6,-15
67.3165,330,1,-7.594,-2.516,-7.625,-2.408,0.031,-0.108,0.112,-1,-12
67.5179,331,1,-7.567,-2.596,-7.614,-2.521,0.047,-0.075,0.088,3,-7
67.7204,332,1,-7.54,-2.675,-7.594,-2.611,0.054,-0.064,0.083,4,-9
67.921,333,1,-7.511,-2.754,-7.57,-2.672,0.059,-0.082,0.101,4,-13
68.1204,334,1,-7.482,-2.832,-7.531,-2.732,0.049,-0.1,0.111,2,-13
68.3203,335,1,-7.452,-2.911,-7.502,-2.854,0.05,-0.057,0.076,3,-6
68.5267,336,1,-7.421,-2.989,-7.475,-2.93,0.054,-0.059,0.08,3,-10
68.7329,337,1,-7.389,-3.066,-7.45,-2.98,0.061,-0.086,0.106,5,-14
68.9392,338,1,-7.356,-3.144,-7.402,-3.094,0.045,-0.049,0.067,1,-7
69.1452,339,1,-7.323,-3.221,-7.385,-3.188,0.062,-0.032,0.07,4,-7
69.3364,340,1,-7.289,-3.297,-7.347,-3.25,0.058,-0.047,0.074,4,-12
69.541,341,1,-7.254,-3.374,-7.31,-3.317,0.056,-0.056,0.079,3,-11
69.7459,342,1,-7.218,-3.449,-7.286,-3.426,0.068,-0.023,0.071,4,-6
69.9519,343,1,-7.182,-3.525,-7.246,-3.504,0.065,-0.021,0.068,3,-8
70.1587,344,1,-7.144,-3.6,-7.229,-3.55,0.084,-0.05,0.098,6,-12
70.3793,345,1,-7.106,-3.675,-7.161,-3.688,0.055,0.013,0.056,1,-3
70.5566,346,1,-7.067,-3.749,-7.161,-3.712,0.094,-0.037,0.101,7,-12
70.7646,347,1,-7.027,-3.823,-7.14,-3.763,0.113,-0.061,0.128,8,-13
70.9805,348,1,-6.987,-3.897,-7.047,-3.924,0.061,0.027,0.066,-1,1
71.183,349,1,-6.946,-3.97,-7.013,-3.945,0.067,-0.025,0.071,4,-12
71.3839,350,1,-6.904,-4.042,-6.988,-3.985,0.085,-0.057,0.102,8,-15
71.5859,351,1,-6.861,-4.115,-6.926,-4.094,0.065,-0.02,0.069,2,-4
71.7817,352,1,-6.817,-4.186,-6.894,-4.165,0.076,-0.021,0.079,4,-8
71.9856,353,1,-6.773,-4.258,-6.859,-4.213,0.086,-0.044,0.097,6,-12
72.1858,354,1,-6.728,-4.328,-6.82,-4.268,0.092,-0.06,0.11,5,-11
72.3879,355,1,-6.682,-4.399,-6.774,-4.374,0.092,-0.025,0.095,4,-5
72.5877,356,1,-6.636,-4.469,-6.723,-4.431,0.088,-0.037,0.095,4,-10
72.7887,357,1,-6.588,-4.538,-6.694,-4.455,0.105,-0.083,0.134,8,-15
72.9944,358,1,-6.54,-4.607,-6.644,-4.558,0.104,-0.049,0.115,5,-7
73.2027,359,1,-6.492,-4.675,-6.578,-4.657,0.086,-0.018,0.088,3,-5
73.4064,360,1,-6.442,-4.743,-6.535,-4.706,0.093,-0.037,0.1,6,-11
73.6118,361,1,-6.392,-4.81,-6.472,-4.76,0.08,-0.05,0.095,5,-11
73.8174,362,1,-6.342,-4.877,-6.426,-4.867,0.085,-0.01,0.085,5,-4
74.0232,363,1,-6.29,-4.943,-6.385,-4.922,0.095,-0.021,0.097,6,-9
74.2303,364,1,-6.238,-5.009,-6.348,-4.962,0.11,-0.047,0.12,7,-12
74.4462,365,1,-6.185,-5.074,-6.279,-5.048,0.094,-0.026,0.097,4,-6
74.6489,366,1,-6.131,-5.139,-6.229,-5.147,0.098,0.008,0.098,5,-4
74.8477,367,1,-6.077,-5.203,-6.196,-5.189,0.119,-0.013,0.119,8,-10
75.0525,368,1,-6.022,-5.266,-6.13,-5.232,0.108,-0.034,0.113,6,-11
75.2514,369,1,-5.967,-5.329,-6.07,-5.332,0.103,0.003,0.103,5,-4
75.4475,370,1,-5.91,-5.391,-5.993,-5.384,0.083,-0.007,0.083,4,-8
75.6526,371,1,-5.854,-5.453,-5.954,-5.434,0.1,-0.019,0.102,8,-10
75.8528,372,1,-5.796,-5.514,-5.89,-5.479,0.094,-0.035,0.1,6,-10
76.0659,373,1,-5.738,-5.575,-5.832,-5.601,0.095,0.026,0.098,5,-1
76.2725,374,1,-5.679,-5.635,-5.769,-5.628,0.09,-0.007,0.09,5,-10
76.4765,375,1,-5.62,-5.694,-5.726,-5.66,0.106,-0.034,0.112,8,-12
76.6825,376,1,-5.56,-5.752,-5.677,-5.772,0.118,0.02,0.119,7,-1
76.891,377,1,-5.499,-5.81,-5.605,-5.801,0.106,-0.009,0.107,5,-9
77.0982,378,1,-5.438,-5.868,-5.535,-5.811,0.097,-0.057,0.113,6,-14
77.3139,379,1,-5.376,-5.925,-5.471,-5.889,0.095,-0.036,0.102,6,-6
77.5163,380,1,-5.313,-5.981,-5.408,-5.968,0.095,-0.013,0.095,6,-5
77.6975,381,1,-5.25,-6.036,-5.366,-6.007,0.116,-0.029,0.119,9,-10
77.9134,382,1,-5.187,-6.091,-5.27,-6.073,0.083,-0.018,0.085,4,-8
78.115,383,1,-5.123,-6.145,-5.217,-6.155,0.094,0.01,0.095,6,-4
78.316,384,1,-5.058,-6.198,-5.183,-6.188,0.125,-0.01,0.125,10,-9
78.5197,385,1,-4.993,-6.251,-5.101,-6.249,0.109,-0.002,0.109,5,-7
78.7141,386,1,-4.927,-6.303,-5.017,-6.28,0.09,-0.023,0.093,4,-9
78.9169,387,1,-4.86,-6.354,-4.961,-6.342,0.101,-0.012,0.102,8,-7
79.1195,388,1,-4.793,-6.405,-4.904,-6.42,0.111,0.015,0.112,7,-4
79.3206,389,1,-4.726,-6.455,-4.838,-6.472,0.112,0.017,0.113,7,-6
79.5368,390,1,-4.658,-6.504,-4.775,-6.51,0.117,0.006,0.117,7,-8
79.7269,391,1,-4.59,-6.553,-4.709,-6.566,0.12,0.013,0.121,7,-5
79.9327,392,1,-4.521,-6.6,-4.642,-6.607,0.122,0.007,0.122,7,-6
80.1405,393,1,-4.451,-6.647,-4.594,-6.626,0.143,-0.021,0.144,10,-9
80.3457,394,1,-4.381,-6.694,-4.539,-6.688,0.158,-0.006,0.158,9,-5
80.5502,395,1,-4.311,-6.739,-4.416,-6.71,0.106,-0.029,0.11,3,-8
80.7569,396,1,-4.24,-6.784,-4.351,-6.768,0.111,-0.016,0.112,7,-6
80.946,397,1,-4.168,-6.828,-4.31,-6.827,0.141,-0.001,0.141,11,-5
81.1531,398,1,-4.097,-6.872,-4.24,-6.88,0.143,0.008,0.143,8,-5
81.3591,399,1,-4.024,-6.914,-4.144,-6.91,0.12,-0.004,0.12,5,-7
81.5675,400,1,-3.951,-6.956,-4.11,-6.961,0.159,0.005,0.159,12,-5
81.7593,401,1,-3.878,-6.997,-4.072,-7.001,0.193,0.004,0.194,13,-5
81.9797,402,1,-3.805,-7.037,-3.907,-7.022,0.102,-0.016,0.103,1,-8
82.1839,403,1,-3.731,-7.077,-3.872,-7.067,0.141,-0.01,0.141,11,-5
82.3843,404,1,-3.656,-7.116,-3.842,-7.199,0.186,0.083,0.203,14,5
82.5814,405,1,-3.581,-7.154,-3.706,-7.196,0.125,0.043,0.132,3,-7
82.7818,406,1,-3.506,-7.191,-3.617,-7.184,0.111,-0.007,0.111,7,-11
82.9868,407,1,-3.431,-7.227,-3.563,-7.225,0.133,-0.002,0.133,11,-4
83.1878,408,1,-3.355,-7.263,-3.501,-7.309,0.146,0.047,0.153,9,2
83.3861,409,1,-3.278,-7.298,-3.398,-7.269,0.12,-0.029,0.123,6,-12
83.5866,410,1,-3.201,-7.331,-3.325,-7.309,0.124,-0.022,0.126,9,-6
83.7893,411,1,-3.124,-7.365,-3.258,-7.419,0.133,0.054,0.144,8,6
84.0002,412,1,-3.047,-7.397,-3.181,-7.388,0.134,-0.009,0.134,9,-10
84.2072,413,1,-2.969,-7.429,-3.086,-7.398,0.117,-0.031,0.121,8,-9
84.3978,414,1,-2.891,-7.459,-3.013,-7.491,0.122,0.032,0.126,8,3
84.6024,415,1,-2.813,-7.489,-2.904,-7.502,0.091,0.013,0.092,5,-5
84.8076,416,1,-2.734,-7.518,-2.842,-7.492,0.108,-0.026,0.111,10,-10
85.0142,417,1,-2.655,-7.547,-2.782,-7.543,0.127,-0.004,0.127,10,-2
85.2202,418,1,-2.576,-7.574,-2.657,-7.626,0.081,0.052,0.097,3,3
85.4254,419,1,-2.496,-7.601,-2.573,-7.632,0.077,0.031,0.083,6,-5
85.646,420,1,-2.416,-7.626,-2.511,-7.648,0.095,0.021,0.097,10,-6
85.823,421,1,-2.336,-7.651,-2.48,-7.685,0.144,0.034,0.148,12,-1
86.0308,422,1,-2.256,-7.675,-2.344,-7.697,0.088,0.021,0.091,3,-4
86.247,423,1,-2.175,-7.699,-2.25,-7.723,0.075,0.025,0.079,5,-3
86.4469,424,1,-2.094,-7.721,-2.242,-7.758,0.148,0.037,0.152,15,-1
86.6494,425,1,-2.013,-7.743,-2.122,-7.759,0.109,0.016,0.11,6,-5
86.8514,426,1,-1.932,-7.763,-2.007,-7.801,0.075,0.038,0.084,3,-1
87.0478,427,1,-1.85,-7.783,-1.954,-7.816,0.104,0.033,0.109,11,-3
87.2518,428,1,-1.768,-7.802,-1.885,-7.831,0.116,0.029,0.12,10,-4
87.453,429,1,-1.687,-7.82,-1.775,-7.839,0.089,0.018,0.091,5,-4
87.6537,430,1,-1.604,-7.837,-1.727,-7.886,0.122,0.049,0.131,11,0
87.854,431,1,-1.522,-7.854,-1.674,-7.871,0.152,0.017,0.153,13,-5
88.0539,432,1,-1.44,-7.869,-1.543,-7.905,0.103,0.035,0.109,4,-2
88.2634,433,1,-1.357,-7.884,-1.467,-7.934,0.11,0.05,0.121,8,0
88.4698,434,1,-1.274,-7.898,-1.412,-7.916,0.138,0.018,0.139,13,-6
88.6766,435,1,-1.191,-7.911,-1.338,-7.956,0.147,0.045,0.154,10,0
88.8684,436,1,-1.108,-7.923,-1.216,-7.941,0.107,0.018,0.109,5,-4
89.0744,437,1,-1.025,-7.934,-1.133,-7.963,0.108,0.029,0.112,9,-2
89.281,438,1,-0.942,-7.944,-1.092,-7.979,0.15,0.035,0.154,13,-1
89.4854,439,1,-0.858,-7.954,-0.969,-7.999,0.111,0.046,0.12,6,-1
89.6904,440,1,-0.775,-7.962,-0.876,-8.016,0.101,0.054,0.115,7,-1
89.8983,441,1,-0.691,-7.97,-0.815,-8.013,0.123,0.043,0.13,12,-3
90.0896,442,1,-0.608,-7.977,-0.764,-8.02,0.157,0.043,0.163,13,-2
90.2966,443,1,-0.524,-7.983,-0.63,-8.018,0.106,0.036,0.112,4,-2
90.5132,444,1,-0.44,-7.988,-0.53,-8.073,0.089,0.085,0.123,6,4
90.7145,445,1,-0.357,-7.992,-0.47,-8.049,0.113,0.057,0.127,12,-3
90.9158,446,1,-0.273,-7.995,-0.388,-8.085,0.115,0.09,0.146,9,1
91.1157,447,1,-0.189,-7.998,-0.272,-8.087,0.084,0.089,0.122,4,1
91.315,448,1,-0.105,-7.999,-0.214,-8.078,0.109,0.079,0.134,11,-2
91.5194,449,1,-0.021,-8.0,-0.152,-8.086,0.131,0.086,0.157,11,1
91.7171,450,1,0.063,-8.0,-0.022,-8.072,0.085,0.073,0.112,4,-1
91.9194,451,1,0.147,-7.999,0.041,-8.08,0.106,0.082,0.134,9,1
92.1193,452,1,0.231,-7.997,0.104,-8.089,0.127,0.092,0.156,12,2
92.3203,453,1,0.315,-7.994,0.177,-8.069,0.138,0.076,0.157,10,-1
92.5273,454,1,0.398,-7.99,0.297,-8.061,0.101,0.071,0.124,5,-1
92.734,455,1,0.482,-7.985,0.362,-8.071,0.12,0.086,0.147,10,2
92.9397,456,1,0.566,-7.98,0.426,-8.056,0.14,0.076,0.159,12,0
93.1468,457,1,0.65,-7.974,0.548,-8.048,0.102,0.075,0.126,6,0
93.3392,458,1,0.733,-7.966,0.658,-8.049,0.075,0.083,0.112,5,2
93.5447,459,1,0.817,-7.958,0.714,-8.031,0.103,0.073,0.126,12,-1
93.753,460,1,0.9,-7.949,0.762,-8.029,0.139,0.08,0.16,13,1
93.9448,461,1,0.984,-7.939,0.888,-8.021,0.096,0.082,0.126,5,1
94.1513,462,1,1.067,-7.929,0.984,-8.005,0.083,0.077,0.113,6,0
94.3587,463,1,1.15,-7.917,1.047,-8.004,0.103,0.087,0.134,11,2
94.5803,464,1,1.233,-7.904,1.146,-7.971,0.087,0.066,0.109,8,-1
94.7804,465,1,1.316,-7.891,1.218,-7.98,0.097,0.089,0.132,9,3
94.9644,466,1,1.398,-7.877,1.296,-7.968,0.103,0.092,0.138,9,2
95.1809,467,1,1.481,-7.862,1.441,-7.929,0.04,0.067,0.078,3,-2
95.3816,468,1,1.563,-7.846,1.478,-7.932,0.086,0.087,0.122,11,3
95.5822,469,1,1.646,-7.829,1.543,-7.902,0.103,0.073,0.126,11,0
95.7838,470,1,1.728,-7.811,1.662,-7.908,0.066,0.097,0.117,4,3
95.9816,471,1,1.809,-7.793,1.734,-7.9,0.075,0.107,0.131,8,3
96.1858,472,1,1.891,-7.773,1.797,-7.851,0.094,0.077,0.121,11,-2
96.3858,473,1,1.972,-7.753,1.861,-7.863,0.111,0.11,0.156,10,5
96.5877,474,1,2.054,-7.732,1.981,-7.813,0.073,0.081,0.109,5,0
96.7969,475,1,2.135,-7.71,2.037,-7.8,0.098,0.09,0.132,10,1
97.0029,476,1,2.215,-7.687,2.103,-7.799,0.112,0.112,0.159,10,5
97.1944,477,1,2.296,-7.663,2.211,-7.774,0.084,0.11,0.139,6,2
97.4008,478,1,2.376,-7.639,2.275,-7.743,0.101,0.104,0.145,10,1
97.6079,479,1,2.456,-7.614,2.349,-7.734,0.107,0.121,0.161,10,4
97.8121,480,1,2.536,-7.587,2.46,-7.68,0.076,0.093,0.12,5,0
98.0181,481,1,2.615,-7.56,2.548,-7.668,0.067,0.108,0.127,7,3
98.2253,482,1,2.695,-7.533,2.604,-7.656,0.091,0.123,0.153,10,5
98.4154,483,1,2.773,-7.504,2.654,-7.622,0.12,0.118,0.168,12,2
98.6229,484,1,2.852,-7.474,2.775,-7.591,0.077,0.117,0.14,4,3
98.8295,485,1,2.93,-7.444,2.863,-7.556,0.067,0.112,0.13,6,3
99.0474,486,1,3.008,-7.413,2.926,-7.503,0.082,0.09,0.122,10,1
99.2294,487,1,3.086,-7.381,2.964,-7.492,0.122,0.111,0.165,12,5
99.4464,488,1,3.163,-7.348,3.115,-7.46,0.048,0.112,0.122,1,4
99.6477,489,1,3.24,-7.315,3.158,-7.412,0.082,0.097,0.127,10,1
99.8469,490,1,3.316,-7.28,3.221,-7.395,0.095,0.115,0.149,11,5
100.0494,491,1,3.393,-7.245,3.348,-7.34,0.045,0.095,0.105,3,2
100.2528,492,1,3.468,-7.209,3.393,-7.314,0.075,0.105,0.129,9,4
100.4457,493,1,3.544,-7.172,3.454,-7.276,0.09,0.104,0.137,10,3
100.6506,494,1,3.619,-7.135,3.53,-7.243,0.089,0.108,0.14,7,4
100.8518,495,1,3.693,-7.096,3.627,-7.208,0.066,0.112,0.13,5,4
101.0543,496,1,3.768,-7.057,3.674,-7.173,0.094,0.116,0.149,10,4
101.2709,497,1,3.842,-7.017,3.733,-7.136,0.109,0.119,0.161,10,4
101.4755,498,1,3.915,-6.977,3.844,-7.092,0.071,0.115,0.135,4,4
101.6805,499,1,3.988,-6.935,3.899,-7.057,0.089,0.121,0.151,9,5
101.8866,500,1,4.06,-6.893,3.954,-7.02,0.107,0.127,0.166,10,5
102.0921,501,1,4.132,-6.85,4.022,-6.974,0.111,0.124,0.167,8,5
102.2985,502,1,4.204,-6.806,4.128,-6.929,0.076,0.122,0.144,4,5
102.5128,503,1,4.275,-6.762,4.217,-6.86,0.059,0.098,0.114,6,2
102.6961,504,1,4.346,-6.717,4.238,-6.819,0.108,0.102,0.149,12,5
102.9121,505,1,4.416,-6.671,4.342,-6.765,0.074,0.094,0.12,5,4
103.1156,506,1,4.486,-6.624,4.412,-6.716,0.074,0.092,0.118,6,4
103.3144,507,1,4.555,-6.577,4.467,-6.672,0.088,0.096,0.13,9,5
103.518,508,1,4.624,-6.528,4.536,-6.643,0.088,0.115,0.145,7,7
103.7177,509,1,4.692,-6.48,4.606,-6.593,0.086,0.114,0.143,6,5
103.9194,510,1,4.76,-6.43,4.673,-6.525,0.086,0.095,0.128,8,3
104.1188,511,1,4.827,-6.38,4.744,-6.478,0.083,0.098,0.128,7,5
104.3196,512,1,4.894,-6.329,4.83,-6.423,0.064,0.095,0.114,5,5
104.5365,513,1,4.96,-6.277,4.867,-6.382,0.093,0.105,0.14,9,6
104.7274,514,1,5.025,-6.225,4.916,-6.326,0.109,0.101,0.149,9,5
104.9349,515,1,5.09,-6.172,4.984,-6.269,0.106,0.097,0.144,7,5
105.143,516,1,5.155,-6.118,5.075,-6.218,0.08,0.1,0.128,4,6
105.3496,517,1,5.219,-6.063,5.13,-6.16,0.089,0.096,0.131,8,5
105.539,518,1,5.282,-6.008,5.176,-6.099,0.106,0.09,0.14,9,5
105.7425,519,1,5.345,-5.953,5.233,-6.037,0.111,0.084,0.14,8,5
105.9507,520,1,5.407,-5.896,5.32,-5.993,0.087,0.097,0.131,4,7
106.1568,521,1,5.468,-5.839,5.376,-5.942,0.092,0.103,0.138,7,7
106.3638,522,1,5.529,-5.782,5.433,-5.896,0.097,0.114,0.15,8,7
106.5762,523,1,5.59,-5.723,5.511,-5.807,0.079,0.084,0.115,5,3
106.758,524,1,5.649,-5.664,5.567,-5.776,0.082,0.112,0.139,6,9
106.9776,525,1,5.709,-5.605,5.638,-5.684,0.07,0.079,0.106,6,4
107.1802,526,1,5.767,-5.545,5.686,-5.623,0.081,0.078,0.113,7,5
107.3795,527,1,5.825,-5.484,5.742,-5.568,0.083,0.084,0.118,6,8
107.5822,528,1,5.882,-5.422,5.784,-5.51,0.098,0.087,0.131,8,7
107.782,529,1,5.939,-5.36,5.844,-5.439,0.095,0.079,0.123,6,6
107.98,530,1,5.995,-5.298,5.941,-5.377,0.054,0.079,0.096,2,6
108.1819,531,1,6.05,-5.235,5.985,-5.31,0.065,0.076,0.1,6,7
108.3844,532,1,6.104,-5.171,6.02,-5.257,0.085,0.087,0.121,9,8
108.592,533,1,6.158,-5.107,6.078,-5.177,0.081,0.07,0.107,6,5
108.799,534,1,6.211,-5.042,6.137,-5.106,0.074,0.064,0.098,5,6
108.9914,535,1,6.264,-4.976,6.187,-5.041,0.077,0.065,0.1,6,7
109.1979,536,1,6.316,-4.91,6.24,-4.979,0.076,0.069,0.102,6,7
109.4061,537,1,6.367,-4.844,6.304,-4.914,0.063,0.07,0.094,4,7
109.6141,538,1,6.417,-4.777,6.354,-4.853,0.063,0.076,0.099,5,7
109.818,539,1,6.467,-4.709,6.389,-4.792,0.078,0.083,0.114,7,8
110.0105,540,1,6.516,-4.641,6.441,-4.737,0.075,0.096,0.122,5,9
110.2175,541,1,6.565,-4.572,6.494,-4.632,0.07,0.06,0.092,5,4
110.4227,542,1,6.612,-4.503,6.532,-4.565,0.081,0.062,0.101,7,7
110.6285,543,1,6.659,-4.434,6.579,-4.522,0.08,0.088,0.119,5,11
110.8449,544,1,6.705,-4.364,6.643,-4.425,0.062,0.061,0.087,4,5
111.025,545,1,6.751,-4.293,6.662,-4.347,0.089,0.054,0.104,8,5
111.2291,546,1,6.795,-4.222,6.728,-4.297,0.067,0.075,0.101,3,10
111.4461,547,1,6.839,-4.15,6.798,-4.218,0.041,0.068,0.079,2,7
111.6459,548,1,6.882,-4.078,6.808,-4.118,0.074,0.04,0.084,8,3
111.8482,549,1,6.925,-4.006,6.858,-4.071,0.066,0.065,0.093,5,9
112.0543,550,1,6.966,-3.933,6.906,-3.999,0.061,0.065,0.089,3,8
112.2488,551,1,7.007,-3.86,6.936,-3.923,0.071,0.063,0.095,6,6
112.4502,552,1,7.047,-3.786,6.992,-3.818,0.055,0.032,0.064,4,3
112.6508,553,1,7.087,-3.712,7.036,-3.771,0.051,0.058,0.077,3,10
112.8518,554,1,7.125,-3.638,7.054,-3.715,0.071,0.077,0.105,6,10
113.0635,555,1,7.163,-3.563,7.098,-3.6,0.065,0.038,0.075,5,3
113.2713,556,1,7.2,-3.487,7.143,-3.528,0.057,0.041,0.07,3,6
113.4608,557,1,7.236,-3.412,7.169,-3.478,0.067,0.067,0.094,4,11
113.667,558,1,7.271,-3.335,7.211,-3.407,0.06,0.071,0.093,4,8
113.8749,559,1,7.306,-3.259,7.251,-3.299,0.055,0.04,0.068,4,3
114.0819,560,1,7.34,-3.182,7.269,-3.238,0.071,0.056,0.09,5,8
114.2734,561,1,7.373,-3.105,7.309,-3.207,0.064,0.101,0.12,3,13
114.4799,562,1,7.405,-3.028,7.333,-3.134,0.072,0.106,0.128,4,9
114.6877,563,1,7.436,-2.95,7.369,-3.033,0.067,0.084,0.107,4,5
114.8951,564,1,7.467,-2.872,7.397,-2.965,0.07,0.094,0.117,4,10
115.1116,565,1,7.497,-2.793,7.436,-2.877,0.06,0.084,0.103,3,8
115.2921,566,1,7.525,-2.714,7.453,-2.795,0.072,0.08,0.108,5,8
115.5124,567,1,7.554,-2.635,7.489,-2.7,0.064,0.065,0.091,3,7
115.7139,568,1,7.581,-2.556,7.525,-2.643,0.056,0.087,0.104,2,11
115.8976,569,1,7.607,-2.476,7.543,-2.605,0.064,0.128,0.143,3,14
116.1128,570,1,7.633,-2.396,7.561,-2.458,0.072,0.062,0.095,5,2
116.3124,571,1,7.657,-2.316,7.595,-2.36,0.062,0.044,0.076,3,5
116.5177,572,1,7.681,-2.236,7.626,-2.305,0.055,0.07,0.089,1,12
116.7178,573,1,7.704,-2.155,7.637,-2.23,0.067,0.075,0.1,4,9
116.9164,574,1,7.727,-2.074,7.661,-2.113,0.065,0.039,0.076,4,4
117.118,575,1,7.748,-1.993,7.683,-2.051,0.065,0.058,0.087,3,9
117.325,576,1,7.768,-1.911,7.698,-2.005,0.07,0.094,0.117,3,13
117.5304,577,1,7.788,-1.83,7.726,-1.934,0.062,0.104,0.121,2,10
117.7374,578,1,7.807,-1.748,7.738,-1.816,0.068,0.068,0.097,4,5
117.9286,579,1,7.825,-1.666,7.764,-1.75,0.06,0.084,0.104,2,10
118.1344,580,1,7.842,-1.584,7.781,-1.698,0.061,0.114,0.129,2,14
118.3414,581,1,7.858,-1.502,7.783,-1.562,0.075,0.061,0.096,5,4
118.5486,582,1,7.873,-1.419,7.805,-1.463,0.068,0.044,0.081,3,6
118.7544,583,1,7.888,-1.336,7.832,-1.431,0.056,0.095,0.11,0,15
118.9445,584,1,7.901,-1.254,7.839,-1.368,0.062,0.114,0.13,2,12
119.1511,585,1,7.914,-1.171,7.849,-1.243,0.065,0.073,0.097,4,4
119.3584,586,1,7.926,-1.088,7.864,-1.142,0.061,0.055,0.082,2,7
119.5769,587,1,7.937,-1.004,7.891,-1.08,0.046,0.076,0.089,0,12
119.781,588,1,7.947,-0.921,7.887,-1.022,0.06,0.101,0.117,2,12
119.9625,589,1,7.956,-0.838,7.888,-0.938,0.068,0.101,0.122,3,9
120.1769,590,1,7.964,-0.754,7.902,-0.797,0.062,0.043,0.076,2,3
120.3793,591,1,7.972,-0.671,7.911,-0.756,0.061,0.086,0.106,1,13
120.5808,592,1,7.978,-0.587,7.919,-0.706,0.059,0.119,0.133,1,15
120.7847,593,1,7.984,-0.503,7.906,-0.585,0.079,0.082,0.113,4,6
120.9854,594,1,7.989,-0.419,7.926,-0.482,0.063,0.062,0.088,1,6
121.1816,595,1,7.993,-0.336,7.931,-0.439,0.062,0.103,0.12,0,15
121.3846,596,1,7.996,-0.252,7.929,-0.379,0.067,0.127,0.144,2,13
121.5854,597,1,7.998,-0.168,7.933,-0.249,0.065,0.081,0.104,2,5
121.7969,598,1,8.0,-0.084,7.94,-0.171,0.059,0.087,0.105,1,10
122.0018,599,1,8.0,-0.0,7.946,-0.13,0.054,0.13,0.141,2,-6
122.2079,599,1,8.0,-0.0,7.96,-0.062,0.04,0.062,0.074,1,-12
122.4004,599,1,8.0,-0.0,7.982,-0.132,0.018,0.132,0.134,-1,0
122.6073,599,1,8.0,-0.0,7.993,-0.183,0.007,0.183,0.183,-1,1
122.812,599,1,8.0,-0.0,7.978,-0.182,0.022,0.182,0.183,4,-7
123.018,599,1,8.0,-0.0,8.0,-0.193,0.0,0.193,0.193,0,-5
123.2269,599,1,8.0,-0.0,8.013,-0.229,-0.013,0.229,0.229,-2,0
123.4154,599,1,8.0,-0.0,7.998,-0.281,0.002,0.281,0.281,1,3
123.622,599,1,8.0,-0.0,8.003,-0.266,-0.003,0.266,0.266,1,-4
123.8279,599,1,8.0,-0.0,8.019,-0.275,-0.019,0.275,0.276,-1,-2
124.0449,599,1,8.0,-0.0,8.025,-0.314,-0.025,0.314,0.315,-2,4
124.2466,599,1,8.0,-0.0,7.999,-0.272,0.001,0.272,0.272,3,-5
124.4479,599,1,8.0,-0.0,8.022,-0.303,-0.022,0.303,0.304,-2,1
124.6474,599,1,8.0,-0.0,8.016,-0.301,-0.016,0.301,0.301,-1,1
124.8461,599,1,8.0,-0.0,8.004,-0.289,-0.004,0.289,0.289,2,-2
125.0514,599,1,8.0,-0.0,8.014,-0.312,-0.014,0.312,0.312,-1,2
125.2492,599,1,8.0,-0.0,8.007,-0.296,-0.007,0.296,0.296,0,-1
125.451,599,1,8.0,-0.0,8.005,-0.303,-0.005,0.303,0.303,1,0
125.6507,599,1,8.0,-0.0,8.013,-0.299,-0.013,0.299,0.299,-1,0
125.8548,599,1,8.0,-0.0,8.01,-0.303,-0.01,0.303,0.303,0,0
126.0631,599,1,8.0,-0.0,8.015,-0.303,-0.015,0.303,0.303,0,0
126.2695,599,1,8.0,-0.0,8.013,-0.302,-0.013,0.302,0.302,0,0
126.4608,599,1,8.0,-0.0,8.011,-0.303,-0.011,0.303,0.304,0,0
126.6674,599,1,8.0,-0.0,8.009,-0.3,-0.009,0.3,0.3,0,0
126.8754,599,1,8.0,-0.0,8.01,-0.304,-0.01,0.304,0.304,0,0
127.0825,599,1,8.0,-0.0,8.009,-0.303,-0.009,0.303,0.303,0,0
127.2743,599,1,8.0,-0.0,8.009,-0.308,-0.009,0.308,0.308,0,0
127.4784,599,1,8.0,-0.0,8.019,-0.306,-0.019,0.306,0.307,-1,0
127.6826,599,1,8.0,-0.0,8.008,-0.306,-0.008,0.306,0.306,1,0
127.8904,599,1,8.0,-0.0,8.011,-0.306,-0.011,0.306,0.306,0,0
128.0955,599,1,8.0,-0.0,8.01,-0.303,-0.01,0.303,0.303,0,0
